Company,index,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,RentExpenseSupplemental,TotalOperatingIncomeAsReported,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeDiscontinuousOperations,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,NetNonOperatingInterestIncomeExpense,InterestExpenseNonOperating,OperatingIncome,OperatingExpense,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,,,,,,,,,,,,,,,,
BATU KAWAN BERHAD,44469,610341.209317,0.177064,"RM3,847,974,000.00",3447000,3447000,"RM1,146,934,000.00",709932000,"RM17,109,895,000.00","RM3,851,421,000.00","RM3,141,489,000.00","RM-266,363,000.00","RM55,483,000.00","RM1,144,097,341.21","RM1,146,934,000.00","RM17,701,827,000.00",39907000,"RM3,019,548,000.00","RM396,025,717.00","RM396,025,717.00",2.896,2.896,1146934000,1146934000,0,1146934000,"RM-1,392,650,000.00",2539584000,2539584000,546422000,3086006000,3447000,-3447000,-266363000,210880000,55483000,3016101000,591932000,344242000,1110829000,464119000,646710000,3608033000,17109895000,"RM20,717,928,000.00","RM20,717,928,000.00",,,,,,,,,,,
BATU KAWAN BERHAD,44104,-3714798.401789,0.276934,"RM1,985,610,000.00",-13414000,-13414000,"RM417,275,000.00",656589000,"RM13,890,204,000.00","RM1,972,196,000.00","RM1,315,607,000.00","RM-262,401,000.00","RM50,943,000.00","RM426,974,201.60","RM417,275,000.00","RM14,570,674,000.00",18853000,"RM1,494,036,000.00","RM396,399,609.00","RM396,399,609.00",1.053,1.053,417275000,417275000,0,417275000,"RM-497,160,000.00",914435000,914435000,350229000,1264664000,-13414000,13414000,-262401000,211458000,50943000,1507450000,680470000,290541000,783262000,266446000,516816000,2187920000,13890204000,"RM16,078,124,000.00","RM16,078,124,000.00",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company,index,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledDepreciation,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,RentExpenseSupplemental,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,SpecialIncomeCharges,WriteOff,NetNonOperatingInterestIncomeExpense,TotalOtherFinanceCost,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,OtherOperatingExpenses,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,,,,,,,,,,
BCB BERHAD,45107,-609827.612764,0.292031,"RM58,506,729.00",-2088232,-2088232,"RM24,995,728.00",6413517,"RM149,793,897.00","RM56,418,497.00","RM50,004,980.00","RM-19,191,589.00","RM15,286,233.00",348095,"RM26,474,132.39","RM24,995,728.00","RM189,430,614.00",450954,"RM399,620,800.00","RM399,620,800.00",0.0625,0.0625,24995728,24995728,0,24995728,"RM415,917.00",24579811,24579811,10138936,34718747,-2088232,2088232,-19191589,4253451,15286233,348095,55998568,39636717,5196583,45053038,6885266,38167772,95635285,149793897,"RM245,429,182.00","RM245,429,182.00",,,,,,,,,,
BCB BERHAD,44742,756.96,0.24,"RM55,598,632.00",3154,3154,"RM21,229,157.00",6068739,"RM123,301,861.00","RM55,601,786.00","RM49,533,047.00","RM-19,535,033.00","RM15,881,084.00",449329,"RM21,226,759.96","RM21,229,157.00","RM166,448,999.00",1172937,"RM399,620,800.00","RM399,620,800.00",0.0531,0.0531,21229157,21229157,0,21229157,"RM2,053,987.00",19175170,19175170,14476793,33651963,3154,-3154,-19535033,4103278,15881084,449329,53183842,43147138,7408092,43322522,6997885,36324637,96330980,123301861,"RM219,632,841.00","RM219,632,841.00",,,,,,,,,,
BCB BERHAD,44377,148945.198447,0.360604,"RM44,054,020.00",413044,413044,"RM15,645,191.00",6383198,"RM116,175,951.00","RM44,467,064.00","RM38,083,866.00","RM-20,262,269.00","RM17,148,951.00",41583,"RM15,381,092.20","RM15,645,191.00","RM158,044,991.00",19800,"RM399,620,800.00","RM399,620,800.00",0.0392,0.0392,15645191,15645191,0,15645191,"RM2,259,484.00",13385707,13385707,7549208,20934915,413044,-413044,-20262269,3154901,17148951,41583,40784140,41869040,9035476,40513827,6557220,33956607,82653180,116175951,"RM198,829,131.00","RM198,829,131.00",,,,,,,,,,
BCB BERHAD,44012,-818588.4,0.24,"RM58,379,702.00",-3410785,-3410785,"RM11,557,162.00",3089275,"RM141,331,553.00","RM54,968,917.00","RM51,879,642.00","RM-22,037,489.00","RM22,005,557.00",231884,"RM14,149,358.60","RM11,557,162.00","RM198,657,640.00",4800,"RM399,620,800.00","RM399,620,800.00",0.0289,0.0289,11557162,11557162,0,11557162,"RM2,718,552.00",14275714,14275714,15598371,29874085,-3410785,3410785,-22037489,263816,22005557,231884,55322359,57326087,9154262,52337848,20875962,31461886,112648446,141331553,"RM253,979,999.00","RM253,979,999.00",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company,index,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledDepreciation,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,TotalOperatingIncomeAsReported,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,ImpairmentOfCapitalAssets,NetNonOperatingInterestIncomeExpense,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,SellingGeneralAndAdministration,GeneralAndAdministrativeExpense,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,,,,,,,,,,
BCM ALLIANCE BERHAD,44926,201441.6,0.24,"RM-22,893,696.00",839340,839340,"RM-28,713,633.00",3089529,"RM61,143,266.00","RM-22,054,356.00","RM-25,143,885.00","RM12,580.00","RM669,786.00",682366,"RM-29,351,531.40","RM-28,713,633.00","RM119,451,287.00","RM-25,143,885.00","RM2,034,112,087.00","RM2,034,112,087.00",-0.0141,-0.0141,-28713633,-28713633,0,-28713633,"RM-384,697.00",-28328936,-28328936,2515265,-25813671,114300,839340,-365361,-473979,4916478,12580,669786,682366,-27174694,58308021,58403310,58403310,31133327,61143266,"RM92,276,593.00","RM92,276,593.00",,,,,,,,,,
BCM ALLIANCE BERHAD,44561,377411.76,0.24,"RM3,899,719.00",1572549,1572549,"RM-1,176,283.00",2660189,"RM45,304,172.00","RM5,472,268.00","RM2,812,079.00","RM199,681.00","RM556,129.00",755810,"RM-2,371,420.24","RM-1,176,283.00","RM75,214,163.00","RM2,812,079.00","RM914,531,730.00","RM914,531,730.00",-0.0013,-0.0013,-1176283,-1176283,0,-1176283,"RM-1,274,124.00",97841,97841,2158109,2255950,30740,879016,-204045,-674971,0,199681,556129,755810,44349,29909991,30164680,30164680,29954340,45304172,"RM75,258,512.00","RM75,258,512.00",,,,,,,,,,
BCM ALLIANCE BERHAD,44196,16547.206363,0.281209,"RM7,557,781.00",58843,58843,"RM2,657,679.00",2609240,"RM43,931,781.00","RM7,616,624.00","RM5,007,384.00","RM-74,040.00","RM394,459.00",320419,"RM2,615,383.21","RM2,657,679.00","RM63,668,400.00","RM5,007,384.00","RM424,704,126.00","RM424,704,126.00",0.0063,0.0063,2657679,2657679,0,2657679,"RM-658,048.00",3315727,3315727,1297198,4612925,57510,58843,-212771,153928,#NUM!,-74040,394459,320419,4458810,19736619,20147924,20147924,24195429,43931781,"RM68,127,210.00","RM68,127,210.00",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company,index,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledDepreciation,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,RentExpenseSupplemental,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,ImpairmentOfCapitalAssets,NetNonOperatingInterestIncomeExpense,TotalOtherFinanceCost,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,SellingGeneralAndAdministration,GeneralAndAdministrativeExpense,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,,,,,,,,,
BENALEC HOLDINGS BERHAD,44926,-3758638.32,0.24,"RM-689,325.00",-15660993,-15660993,"RM-49,618,656.00",7526444,"RM74,454,904.00","RM-16,350,318.00","RM-23,876,762.00","RM-7,280,127.00",,370497,"RM-37,716,301.32","RM-49,618,656.00","RM100,537,773.00",#NUM!,"RM1,018,887,100.00","RM1,018,887,100.00",-0.0487,-0.0487,-49618656,-49618656,0,-49618656,"RM1,560,025.00",-51178681,-51178681,6922057,-44256624,2196169,-15660993,-1963166,961491,16662668,-7280127,7650624,#NUM!,370497,-23876762,26082869,26117589,26117589,2206107,74454904,"RM76,661,011.00","RM76,661,011.00",,,,,,,,,
BENALEC HOLDINGS BERHAD,44561,-1784616.96,0.24,"RM-4,796,493.00",-7435904,-7435904,"RM-32,879,972.00",9212971,"RM65,911,848.00","RM-12,232,397.00","RM-21,445,368.00","RM-7,764,140.00","RM7,947,391.00",350755,"RM-27,228,684.96","RM-32,879,972.00","RM91,345,808.00",25564,"RM859,982,442.00","RM859,982,442.00",-0.0382,-0.0382,-32879972,-32879972,0,-32879972,"RM1,014,569.00",-33894541,-33894541,618120,-33276421,1037920,-7435904,-4224273,409440,11250737,-7764140,8114895,7947391,350755,-21445368,25433960,26403375,26403375,3988592,65911848,"RM69,900,440.00","RM69,900,440.00",,,,,,,,,
BENALEC HOLDINGS BERHAD,44196,-289498.993612,0.056681,"RM-30,198,445.00",-5107493,-5107493,"RM-67,766,936.00",10943442,"RM172,568,236.00","RM-35,305,938.00","RM-46,249,380.00","RM-26,964,383.00","RM27,564,683.00",808750,"RM-62,948,941.99","RM-67,766,936.00","RM205,913,144.00",22469,"RM849,087,100.00","RM849,087,100.00",-0.0798,-0.0798,-67766936,-67766936,0,-67766936,"RM1,863,255.00",-69630191,-69630191,-4183872,-73814063,1550817,-5107493,-1989119,6123809,972803,-26964383,208450,27564683,808750,-44855433,33344908,34000325,34000325,-11510525,172568236,"RM161,057,711.00","RM161,057,711.00",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company,index,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledDepreciation,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,ImpairmentOfCapitalAssets,NetNonOperatingInterestIncomeExpense,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,OtherOperatingExpenses,DepreciationAndAmortizationInIncomeStatement,Amortization,DepreciationIncomeStatement,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,,,,,,
BERJAYA ASSETS BERHAD,45107,-304320,0.24,"RM44,207,000.00",-1268000,-1268000,"RM-23,316,000.00",1101000,"RM79,548,000.00","RM42,939,000.00","RM41,838,000.00","RM-60,862,000.00","RM61,646,000.00",784000,"RM-22,352,320.00","RM-23,316,000.00","RM179,042,000.00","RM2,558,276,000.00","RM2,558,276,000.00",-0.0091,-0.0091,-23316000,-23316000,0,-23316000,"RM5,210,000.00",-28526000,-28526000,8718000,-19808000,5399000,-1268000,-1000,-1629000,2898000,-60862000,61646000,784000,45087000,99494000,#NUM!,1101000,1101000,0,98393000,3194000,95199000,144581000,79548000,"RM224,129,000.00","RM224,129,000.00",,,,,,
BERJAYA ASSETS BERHAD,44742,-14160,0.24,"RM7,348,000.00",-59000,-59000,"RM-54,958,000.00",1101000,"RM59,910,000.00","RM7,289,000.00","RM6,188,000.00","RM-54,273,000.00","RM55,658,000.00",1385000,"RM-54,913,160.00","RM-54,958,000.00","RM157,609,000.00","RM2,558,270,000.00","RM2,558,270,000.00",-0.0215,-0.0215,-54958000,-54958000,0,-54958000,"RM920,000.00",-55878000,-55878000,6408000,-49470000,4371000,-59000,59000,0,0,-54273000,55658000,1385000,16447000,97699000,#NUM!,1101000,1101000,0,96598000,2512000,94086000,114146000,59910000,"RM174,056,000.00","RM174,056,000.00",,,,,,
BERJAYA ASSETS BERHAD,44377,-431760,0.24,"RM-44,868,000.00",-1799000,-1799000,"RM-107,889,000.00",1101000,"RM66,098,000.00","RM-46,667,000.00","RM-47,768,000.00","RM-54,308,000.00","RM55,986,000.00",1678000,"RM-106,521,760.00","RM-107,889,000.00","RM173,153,000.00","RM2,558,270,000.00","RM2,558,270,000.00",-0.0422,-0.0422,-107889000,-107889000,0,-107889000,"RM322,000.00",-108211000,-108211000,4457000,-103754000,5281000,-1799000,120000,-1009000,2688000,-54308000,55986000,1678000,5247000,107055000,#NUM!,1101000,1101000,0,105954000,3321000,102633000,112302000,66098000,"RM178,400,000.00","RM178,400,000.00",,,,,,
BERJAYA ASSETS BERHAD,44012,-636480,0.24,"RM-43,680,000.00",-2652000,-2652000,"RM-123,762,000.00",1101000,"RM82,017,000.00","RM-46,332,000.00","RM-47,433,000.00","RM-71,593,000.00","RM74,385,000.00",2792000,"RM-121,746,480.00","RM-123,762,000.00","RM192,746,000.00","RM2,558,270,000.00","RM2,558,270,000.00",-0.0484,-0.0484,-123762000,-123762000,0,-123762000,"RM6,756,000.00",-130518000,-130518000,8700000,-121818000,-4879000,-1872000,-184000,2056000,0,-71593000,74385000,2792000,53956000,110729000,848000,1101000,1101000,0,108780000,4611000,104169000,164685000,82017000,"RM246,702,000.00","RM246,702,000.00",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company,index,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,RentExpenseSupplemental,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,AverageDilutionEarnings,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,ImpairmentOfCapitalAssets,RestructuringAndMergernAcquisition,NetNonOperatingInterestIncomeExpense,TotalOtherFinanceCost,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,,,,,,,
BERJAYA CORPORATION BERHAD,45107,0,0.24,"RM681,307,000.00",#NUM!,#NUM!,"RM-110,262,000.00","RM6,698,283,000.00","RM681,307,000.00","RM681,307,000.00","RM-426,496,000.00","RM420,465,000.00",#NUM!,"RM-110,262,000.00","RM-110,262,000.00","RM9,125,769,000.00",#NUM!,"RM5,947,171,340.00","RM5,947,171,340.00",-0.018491,-0.018491,-110144000,#NUM!,-110144000,-118000,-110262000,"RM-129,357,000.00",19095000,19095000,241747000,260842000,103862000,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,-426496000,6031000,420465000,#NUM!,486142000,2427486000,2427486000,443536000,1983950000,2913628000,6698283000,"RM9,611,911,000.00","RM9,611,911,000.00",,,,,,,
BERJAYA CORPORATION BERHAD,44742,0,0.24,"RM571,768,000.00",#NUM!,#NUM!,"RM51,770,000.00","RM5,695,044,000.00","RM571,768,000.00","RM571,768,000.00","RM-349,196,000.00","RM341,197,000.00",#NUM!,"RM51,770,000.00","RM51,770,000.00","RM7,896,408,000.00",#NUM!,"RM6,033,365,240.00","RM6,033,365,240.00",0.008868,0.008868,53761000,0,53761000,-1991000,51770000,"RM28,277,000.00",23493000,23493000,207078000,230571000,250177000,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,-349196000,7999000,341197000,#NUM!,258731000,2201364000,2201364000,354545000,1846819000,2460095000,5695044000,"RM8,155,139,000.00","RM8,155,139,000.00",,,,,,,
BERJAYA CORPORATION BERHAD,44377,0,0.24,"RM87,641,000.00",-370000,-64158000,"RM-459,630,000.00","RM5,491,351,000.00","RM87,641,000.00","RM87,641,000.00","RM-355,991,000.00","RM348,031,000.00",37941000,"RM-459,630,000.00","RM-459,630,000.00","RM7,410,297,000.00",24188000,"RM6,030,307,140.00","RM6,030,307,140.00",-0.075849,-0.075849,-457236000,-117000,-457119000,-2511000,-459630000,"RM-2,487,000.00",-457143000,-457143000,196753000,-260390000,37046000,-85105000,-155169000,54615000,124180000,-2309000,-355991000,7960000,348031000,37941000,54245000,1918946000,1918946000,346656000,1572290000,1973191000,5491351000,"RM7,464,542,000.00","RM7,464,542,000.00",,,,,,,
BERJAYA CORPORATION BERHAD,44012,-41737680,0.24,"RM612,974,000.00",-54967000,-173907000,"RM-95,226,000.00","RM5,113,683,000.00","RM558,007,000.00","RM558,007,000.00","RM-262,779,000.00","RM384,552,000.00",48347000,"RM155,883,320.00","RM-95,226,000.00","RM7,194,519,000.00",40320000,"RM6,448,902,200.00","RM6,448,902,200.00",-0.013868,-0.013868,-89734000,0,-89734000,-5492000,-95226000,"RM-32,334,000.00",-62892000,-62892000,236347000,173455000,695281000,-166286000,-22446000,16513000,84636000,-31357000,-262779000,-73426000,384552000,48347000,-204739000,2080836000,2098510000,421148000,1677362000,1876097000,5113683000,"RM6,989,780,000.00","RM6,989,780,000.00",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company,index,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,RentExpenseSupplemental,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,ImpairmentOfCapitalAssets,NetNonOperatingInterestIncomeExpense,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,,,,,,,,,,
BERJAYA FOOD BERHAD,45107,-768919.224925,0.32025,"RM178,847,000.00",-1284000,-2401000,"RM103,404,000.00","RM606,329,000.00","RM177,563,000.00","RM177,563,000.00","RM-28,245,000.00","RM28,829,000.00",584000,"RM106,153,080.78","RM103,404,000.00","RM948,920,000.00",#NUM!,"RM1,775,424,460.00","RM1,775,424,460.00",0.058218,0.058218,103404000,103404000,0,103404000,"RM2,302,000.00",101102000,101102000,47632000,148734000,11869000,-4327000,-1186000,0,4396000,-28245000,28829000,584000,167046000,342591000,343031000,26483000,316548000,509637000,606329000,"RM1,115,966,000.00","RM1,115,966,000.00",,,,,,,,,,
BERJAYA FOOD BERHAD,44742,-1290610.653645,0.347499,"RM218,274,000.00",-3714000,-3714000,"RM124,776,000.00","RM474,432,000.00","RM214,560,000.00","RM214,560,000.00","RM-26,256,000.00","RM26,568,000.00",312000,"RM127,199,389.35","RM124,776,000.00","RM786,677,000.00",24215000,"RM1,817,417,230.00","RM1,817,417,230.00",0.068614,0.068614,124776000,124776000,0,124776000,"RM2,111,000.00",122665000,122665000,65327000,187992000,6877000,-3342000,-2103000,0,5445000,-26256000,26568000,312000,211085000,312245000,316225000,21443000,294782000,523330000,474432000,"RM997,762,000.00","RM997,762,000.00",,,,,,,,,,
BERJAYA FOOD BERHAD,44377,-2620734.416401,0.388084,"RM111,398,000.00",-6753000,-6753000,"RM47,112,000.00","RM350,990,000.00","RM104,645,000.00","RM104,645,000.00","RM-29,697,000.00","RM29,919,000.00",222000,"RM51,244,265.58","RM47,112,000.00","RM614,454,000.00",9914000,"RM8,948,423,250.00","RM8,948,423,250.00",0.005267,0.005267,47112000,47112000,0,47112000,"RM1,386,000.00",45726000,45726000,29000000,74726000,8294000,-6753000,-1356000,100000,8009000,-29697000,29919000,222000,102883000,263464000,267715000,19020000,248695000,366347000,350990000,"RM717,337,000.00","RM717,337,000.00",,,,,,,,,,
BERJAYA FOOD BERHAD,44012,-2403120,0.24,"RM33,622,000.00",-7667000,-10013000,"RM-19,582,000.00","RM368,129,000.00","RM25,955,000.00","RM25,955,000.00","RM-34,117,000.00","RM34,434,000.00",317000,"RM-9,626,120.00","RM-19,582,000.00","RM606,820,000.00",21099000,"RM1,798,431,250.00","RM1,798,431,250.00",-0.010891,-0.010891,-19582000,-19582000,0,-19582000,"RM504,000.00",-20086000,-20086000,11607000,-8479000,9532000,-10013000,-42000,0,7709000,-34117000,34434000,317000,26119000,238691000,240836000,17105000,223731000,264810000,368129000,"RM632,939,000.00","RM632,939,000.00",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company,index,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,ImpairmentOfCapitalAssets,RestructuringAndMergernAcquisition,NetNonOperatingInterestIncomeExpense,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,OtherOperatingExpenses,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,,,,,,,,,
BERJAYA LAND BERHAD,45107,-32890719.684472,0.397832,"RM726,512,000.00",-82675000,-82675000,"RM147,297,000.00","RM5,411,414,000.00","RM643,837,000.00","RM643,837,000.00","RM-202,293,000.00","RM249,831,000.00",47538000,"RM197,081,280.32","RM147,297,000.00","RM6,963,068,000.00","RM4,920,500,000.00","RM4,920,500,000.00",0.0299,0.0299,147297000,147297000,0,147297000,"RM-89,961,000.00",237258000,237258000,156748000,394006000,69487000,-95160000,-7021000,102181000,#NUM!,#NUM!,-202293000,249831000,47538000,306584000,1551654000,#NUM!,1558700000,332567000,1226133000,1858238000,5411414000,"RM7,269,652,000.00","RM7,269,652,000.00",,,,,,,,,
BERJAYA LAND BERHAD,44742,-49169760,0.24,"RM298,299,000.00",-193119000,-204874000,"RM-242,964,000.00","RM4,586,395,000.00","RM105,180,000.00","RM105,180,000.00","RM-170,474,000.00","RM205,476,000.00",35002000,"RM-75,504,760.00","RM-242,964,000.00","RM5,877,208,000.00","RM4,920,500,000.00","RM4,920,500,000.00",-0.0494,-0.0494,-242964000,-242964000,0,-242964000,"RM-5,449,000.00",-237515000,-237515000,137219000,-100296000,30693000,-202765000,-11455000,202465000,0,0,-170474000,205476000,35002000,167032000,1290813000,-1441000,1310113000,252481000,1057632000,1457845000,4586395000,"RM6,044,240,000.00","RM6,044,240,000.00",,,,,,,,,
BERJAYA LAND BERHAD,44377,14759520,0.24,"RM74,770,000.00",80487000,61498000,"RM-247,644,000.00","RM4,278,163,000.00","RM155,257,000.00","RM155,257,000.00","RM-162,273,000.00","RM197,489,000.00",35216000,"RM-275,393,480.00","RM-247,644,000.00","RM5,334,847,000.00","RM4,920,500,000.00","RM4,920,500,000.00",-0.0503,-0.0503,-247644000,-247644000,0,-247644000,"RM-105,381,000.00",-142263000,-142263000,100031000,-42232000,39303000,44613000,-85262000,11864000,12105000,-2309000,-162273000,197489000,35216000,71229000,1056684000,-2239000,1095953000,228451000,867502000,1127913000,4278163000,"RM5,406,076,000.00","RM5,406,076,000.00",,,,,,,,,
